1-benchmark,1-ags_bee_search_result,1-ags_bee_search_program,1-ags_bee_search_time,1-ags_bee_search_evaluations,1-bee_search_result,1-bee_search_program,1-bee_search_time,1-bee_search_evaluations,2-benchmark,2-ags_bee_search_result,2-ags_bee_search_program,2-ags_bee_search_time,2-ags_bee_search_evaluations,2-bee_search_result,2-bee_search_program,2-bee_search_time,2-bee_search_evaluations,3-benchmark,3-ags_bee_search_result,3-ags_bee_search_program,3-ags_bee_search_time,3-ags_bee_search_evaluations,3-bee_search_result,3-bee_search_program,3-bee_search_time,3-bee_search_evaluations,4-benchmark,4-ags_bee_search_result,4-ags_bee_search_program,4-ags_bee_search_time,4-ags_bee_search_evaluations,4-bee_search_result,4-bee_search_program,4-bee_search_time,4-bee_search_evaluations,5-benchmark,5-ags_bee_search_result,5-ags_bee_search_program,5-ags_bee_search_time,5-ags_bee_search_evaluations,5-bee_search_result,5-bee_search_program,5-bee_search_time,5-bee_search_evaluations
exceljet3.sl,Success,"_arg_0.Substr(((1 + 1) + _arg_0.IndexOf(""="")),_arg_0.Length())",16.0,37091.0,Success,"_arg_0.Substr(((1 + 1) + _arg_0.IndexOf(""="")),_arg_0.Length())",15.0,37091.0,exceljet3.sl,Success,"_arg_0.Substr(((1 + 1) + _arg_0.IndexOf(""="")),_arg_0.Length())",9.0,35322.0,Success,"_arg_0.Substr(((1 + 1) + _arg_0.IndexOf(""="")),_arg_0.Length())",10.0,35322.0,exceljet3.sl,Success,"_arg_0.Substr(((1 + 1) + _arg_0.IndexOf(""="")),_arg_0.Length())",11.0,34381.0,Success,"_arg_0.Substr(((1 + 1) + _arg_0.IndexOf(""="")),_arg_0.Length())",11.0,34381.0,exceljet3.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""="") + (1 + 1)),_arg_0.Length())",13.0,31133.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""="") + (1 + 1)),_arg_0.Length())",12.0,31133.0,exceljet3.sl,Success,"_arg_0.Substr(((1 + 1) + _arg_0.IndexOf(""="")),_arg_0.Length())",7.0,32348.0,Success,"_arg_0.Substr(((1 + 1) + _arg_0.IndexOf(""="")),_arg_0.Length())",7.0,32348.0
exceljet4.sl,Success,"_arg_0.Substr(((1 + 1) + _arg_0.IndexOf(""/"")),_arg_0.Length())",10.0,24743.0,Success,"_arg_0.Substr(((1 + 1) + _arg_0.IndexOf(""/"")),_arg_0.Length())",11.0,24743.0,exceljet4.sl,Success,"_arg_0.Substr((1 - (-1 - _arg_0.IndexOf(""/""))),_arg_0.Length())",14.0,26615.0,Success,"_arg_0.Substr((1 - (-1 - _arg_0.IndexOf(""/""))),_arg_0.Length())",12.0,26615.0,exceljet4.sl,Success,"_arg_0.Substr(((_arg_0.IndexOf(""/"") + 1) + 1),_arg_0.Length())",9.0,25610.0,Success,"_arg_0.Substr(((_arg_0.IndexOf(""/"") + 1) + 1),_arg_0.Length())",10.0,25610.0,exceljet4.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""/"") - (-1 + -1)),_arg_0.Length())",12.0,24586.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""/"") - (-1 + -1)),_arg_0.Length())",17.0,24586.0,exceljet4.sl,Success,"_arg_0.Substr(((_arg_0.IndexOf(""/"") + 1) + 1),_arg_0.Length())",10.0,23394.0,Success,"_arg_0.Substr(((_arg_0.IndexOf(""/"") + 1) + 1),_arg_0.Length())",10.0,23394.0
extract-word-containing-specific-text.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") - 4),(_arg_0.IndexOf(""."") + 4))",2834.0,132464707.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") - 4),(_arg_0.IndexOf(""."") + 4))",2773.0,132464707.0,extract-word-containing-specific-text.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") - 4),(_arg_0.IndexOf(""."") + 4))",172.0,7036235.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") - 4),(_arg_0.IndexOf(""."") + 4))",171.0,7036235.0,extract-word-containing-specific-text.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") - 4),(_arg_0.IndexOf(""."") + 4))",221.0,9829497.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") - 4),(_arg_0.IndexOf(""."") + 4))",227.0,9829497.0,extract-word-containing-specific-text.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") - 4),(_arg_0.IndexOf(""."") + 4))",74.0,2484345.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") - 4),(_arg_0.IndexOf(""."") + 4))",73.0,2484345.0,extract-word-containing-specific-text.sl,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") - 4),(_arg_0.IndexOf(""."") + 4))",59.0,1464962.0,Success,"_arg_0.Substr((_arg_0.IndexOf(""_"") - 4),(_arg_0.IndexOf(""."") + 4))",59.0,1464962.0
extract-word-that-begins-with-specific-character.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(""_""),concat(_arg_0, _arg_0).IndexOf("" "",_arg_0.IndexOf(""_"")))",193.0,4221055.0,Success,"_arg_0.Substr(_arg_0.IndexOf(""_""),concat(_arg_0, _arg_0).IndexOf("" "",_arg_0.IndexOf(""_"")))",191.0,4221055.0,extract-word-that-begins-with-specific-character.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(""_""),concat(_arg_0, _arg_0).IndexOf("" "",_arg_0.IndexOf(""_"")))",623.0,19329934.0,Success,"_arg_0.Substr(_arg_0.IndexOf(""_""),concat(_arg_0, _arg_0).IndexOf("" "",_arg_0.IndexOf(""_"")))",606.0,19329934.0,extract-word-that-begins-with-specific-character.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(""_""),concat(_arg_0, _arg_0).IndexOf("" "",_arg_0.IndexOf(""_"")))",173.0,3880941.0,Success,"_arg_0.Substr(_arg_0.IndexOf(""_""),concat(_arg_0, _arg_0).IndexOf("" "",_arg_0.IndexOf(""_"")))",173.0,3880941.0,extract-word-that-begins-with-specific-character.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(""_""),concat(_arg_0, _arg_0).IndexOf("" "",_arg_0.IndexOf(""_"")))",140.0,3764589.0,Success,"_arg_0.Substr(_arg_0.IndexOf(""_""),concat(_arg_0, _arg_0).IndexOf("" "",_arg_0.IndexOf(""_"")))",137.0,3764589.0,extract-word-that-begins-with-specific-character.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(""_""),concat(_arg_0, _arg_0).IndexOf("" "",_arg_0.IndexOf(""_"")))",69.0,1018542.0,Success,"_arg_0.Substr(_arg_0.IndexOf(""_""),concat(_arg_0, _arg_0).IndexOf("" "",_arg_0.IndexOf(""_"")))",65.0,1018542.0
firstname.sl,Success,"name.Substr(0,name.IndexOf("" ""))",1.0,756.0,Success,"name.Substr(0,name.IndexOf("" ""))",1.0,756.0,firstname.sl,Success,"name.Substr(0,name.IndexOf("" ""))",2.0,931.0,Success,"name.Substr(0,name.IndexOf("" ""))",1.0,931.0,firstname.sl,Success,"name.Substr(0,name.IndexOf("" ""))",1.0,784.0,Success,"name.Substr(0,name.IndexOf("" ""))",1.0,784.0,firstname.sl,Success,"name.Substr(0,name.IndexOf("" ""))",1.0,938.0,Success,"name.Substr(0,name.IndexOf("" ""))",1.0,938.0,firstname.sl,Success,"name.Substr(0,name.IndexOf("" ""))",1.0,790.0,Success,"name.Substr(0,name.IndexOf("" ""))",4.0,790.0
get-domain-from-email-address_2.sl,Success,"_arg_1.Substr(0,_arg_1.IndexOf(""_""))",1.0,1584.0,Success,"_arg_1.Substr(0,_arg_1.IndexOf(""_""))",1.0,1584.0,get-domain-from-email-address_2.sl,Success,"_arg_1.Substr(0,_arg_1.IndexOf(""_""))",3.0,1587.0,Success,"_arg_1.Substr(0,_arg_1.IndexOf(""_""))",1.0,1587.0,get-domain-from-email-address_2.sl,Success,"_arg_1.Substr(0,_arg_1.IndexOf(""_""))",1.0,1443.0,Success,"_arg_1.Substr(0,_arg_1.IndexOf(""_""))",1.0,1443.0,get-domain-from-email-address_2.sl,Success,"_arg_1.Substr(0,_arg_1.IndexOf(""_""))",1.0,1577.0,Success,"_arg_1.Substr(0,_arg_1.IndexOf(""_""))",1.0,1577.0,get-domain-from-email-address_2.sl,Success,"_arg_1.Substr(0,_arg_1.IndexOf(""_""))",1.0,1507.0,Success,"_arg_1.Substr(0,_arg_1.IndexOf(""_""))",1.0,1507.0
get-domain-name-from-url.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""/"",(3 * 3)) + (_arg_0.Length() % 2)))",375.0,11522857.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""/"",(3 * 3)) + (_arg_0.Length() % 2)))",351.0,11522857.0,get-domain-name-from-url.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""/"",(3 * 3)) + (_arg_0.Length() % 2)))",421.0,10856330.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""/"",(3 * 3)) + (_arg_0.Length() % 2)))",420.0,10856330.0,get-domain-name-from-url.sl,Success,"_arg_0.Substr(0,((_arg_0.Length() % 2) + _arg_0.IndexOf(""/"",(3 * 3))))",92.0,1660196.0,Success,"_arg_0.Substr(0,((_arg_0.Length() % 2) + _arg_0.IndexOf(""/"",(3 * 3))))",89.0,1660196.0,get-domain-name-from-url.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""/"",(3 * 3)) + (_arg_0.Length() % 2)))",392.0,13133580.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""/"",(3 * 3)) + (_arg_0.Length() % 2)))",389.0,13133580.0,get-domain-name-from-url.sl,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""/"",(3 * 3)) + (_arg_0.Length() % 2)))",51.0,253905.0,Success,"_arg_0.Substr(0,(_arg_0.IndexOf(""/"",(3 * 3)) + (_arg_0.Length() % 2)))",47.0,253905.0
get-first-name-from-name.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" ""))",0.0,836.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" ""))",0.0,836.0,get-first-name-from-name.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" ""))",1.0,824.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" ""))",4.0,824.0,get-first-name-from-name.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" ""))",1.0,790.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" ""))",1.0,790.0,get-first-name-from-name.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" ""))",1.0,911.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" ""))",1.0,911.0,get-first-name-from-name.sl,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" ""))",1.0,810.0,Success,"_arg_0.Substr(0,_arg_0.IndexOf("" ""))",1.0,810.0
get-first-word.sl,Success,"_arg_0.Substr(0,_arg_0.replace("" "", _arg_0).IndexOf(_arg_0))",45.0,252625.0,Success,"_arg_0.Substr(0,_arg_0.replace("" "", _arg_0).IndexOf(_arg_0))",44.0,252625.0,get-first-word.sl,Success,"_arg_0.Substr(0,_arg_0.replace("" "", _arg_0).IndexOf(_arg_0))",43.0,205010.0,Success,"_arg_0.Substr(0,_arg_0.replace("" "", _arg_0).IndexOf(_arg_0))",43.0,205010.0,get-first-word.sl,Success,"_arg_0.Substr(0,(((_arg_0.Length() % ((-1 + -1) + -1)) * (-1 + -1)) % (1 - _arg_0.Length())))",94.0,1254687.0,Success,"_arg_0.Substr(0,(((_arg_0.Length() % ((-1 + -1) + -1)) * (-1 + -1)) % (1 - _arg_0.Length())))",97.0,1254687.0,get-first-word.sl,Success,"_arg_0.Substr(0,(((-1 + -1) * (_arg_0.Length() % ((-1 + -1) + -1))) % (1 - _arg_0.Length())))",106.0,1451714.0,Success,"_arg_0.Substr(0,(((-1 + -1) * (_arg_0.Length() % ((-1 + -1) + -1))) % (1 - _arg_0.Length())))",99.0,1451714.0,get-first-word.sl,Success,"_arg_0.Substr(0,_arg_0.replace("" "", _arg_0).IndexOf(_arg_0))",38.0,230728.0,Success,"_arg_0.Substr(0,_arg_0.replace("" "", _arg_0).IndexOf(_arg_0))",39.0,230728.0
get-last-line-in-cell.sl,Success,"_arg_0.Substr((""/n"".Length() * (_arg_0.Length() % (-1 - (_arg_0.IndexOf("" "") * ""/n"".Length())))),_arg_0.Length()).Substr(_arg_0.Substr((""/n"".Length() * (_arg_0.Length() % (-1 - (_arg_0.IndexOf("" "") * ""/n"".Length())))),_arg_0.Length()).IndexOf(1.IntToStr()),_arg_0.Substr((""/n"".Length() * (_arg_0.Length() % (-1 - (_arg_0.IndexOf("" "") * ""/n"".Length())))),_arg_0.Length()).Length())",8646.0,326307376.0,Success,"_arg_0.Substr(((""/n"".Length() + 1) * (_arg_0.Length() % ((-1 + -1) * _arg_0.IndexOf("" "")))),_arg_0.Length()).replace(""/n"", """")",11434.0,220375358.0,get-last-line-in-cell.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),(((-1 - ""/n"".Length()) + -1) * _arg_0.IndexOf("" ""))),_arg_0.Length())",1913.0,37926877.0,Success,"_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),(((-1 - ""/n"".Length()) + -1) * _arg_0.IndexOf("" ""))),_arg_0.Length())",1919.0,37926877.0,get-last-line-in-cell.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),(""/n"".Length() * ((-1 + -1) * _arg_0.IndexOf("" "")))),_arg_0.Length())",3077.0,58046938.0,Success,"_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),(""/n"".Length() * ((-1 + -1) * _arg_0.IndexOf("" "")))),_arg_0.Length())",2926.0,58046938.0,get-last-line-in-cell.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),(""/n"".Length() * (_arg_0.IndexOf("" "") * (-1 + -1)))),_arg_0.Length())",6007.0,128541307.0,Success,"_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),(""/n"".Length() * (_arg_0.IndexOf("" "") * (-1 + -1)))),_arg_0.Length())",5871.0,128541307.0,get-last-line-in-cell.sl,Success,"_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),((-1 + -1) - _arg_0.IndexOf(_arg_0.Substr(-1,_arg_0.Length())))),_arg_0.Length())",1056.0,19599379.0,Success,"_arg_0.Substr(_arg_0.IndexOf(1.IntToStr(),((-1 + -1) - _arg_0.IndexOf(_arg_0.Substr(-1,_arg_0.Length())))),_arg_0.Length())",845.0,19599379.0
get-last-name-from-name.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),_arg_0.Length())",4.0,4953.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),_arg_0.Length())",4.0,4953.0,get-last-name-from-name.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),_arg_0.Length())",3.0,5054.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),_arg_0.Length())",3.0,5054.0,get-last-name-from-name.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),_arg_0.Length())",4.0,4920.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),_arg_0.Length())",3.0,4920.0,get-last-name-from-name.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),_arg_0.Length())",3.0,4721.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),_arg_0.Length())",3.0,4721.0,get-last-name-from-name.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),_arg_0.Length())",2.0,4977.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),_arg_0.Length())",2.0,4977.0
get-last-name-from-name-with-comma.sl,Success,"concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(0,_arg_0.Length()), concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1)).replace(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(0,-1), concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1)).replace(concat("","", concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1)), """").replace(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), """")).replace(concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(0,-1), concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1)).replace(concat("","", concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1)), """").replace(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).replace(_arg_0.CharAt(1), """").Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), """"), """")",30790.0,1328658982.0,Fail,,inf,inf,get-last-name-from-name-with-comma.sl,Success,"concat(concat(_arg_0.Substr((_arg_0.IndexOf("","") + 1),_arg_0.Length()), "",""), _arg_0).Substr(0,_arg_0.Length())",712.0,15501948.0,Success,"concat(concat(_arg_0.Substr((_arg_0.IndexOf("","") + 1),_arg_0.Length()), "",""), _arg_0).Substr(0,_arg_0.Length())",704.0,15501948.0,get-last-name-from-name-with-comma.sl,Success,"concat(_arg_0.replace("","", concat(concat(_arg_0, "",""), _arg_0)).replace("","", "" "").Substr(_arg_0.Length(),-1).replace("" "", """").Substr(0,_arg_0.Length()), _arg_0.replace("","", concat(concat(_arg_0, "",""), _arg_0)).replace("","", "" "").Substr(_arg_0.Length(),-1).replace("" "", """").Substr(0,_arg_0.Length()).replace(_arg_0.CharAt(0), _arg_0).CharAt(_arg_0.Length()).replace("","", """")).replace(_arg_0.replace("","", concat(concat(_arg_0, "",""), _arg_0)).replace("","", "" "").Substr(_arg_0.Length(),-1).replace("" "", """").Substr(0,_arg_0.Length()), _arg_0.replace("","", concat(concat(_arg_0, "",""), _arg_0)).replace("","", "" "").Substr(_arg_0.Length(),-1).replace("" "", """").Substr(0,_arg_0.Length()).replace(_arg_0.replace("","", concat(concat(_arg_0, "",""), _arg_0)).replace("","", "" "").Substr(_arg_0.Length(),-1).replace("" "", """").Substr(0,_arg_0.Length()).replace(_arg_0.CharAt(0), _arg_0).CharAt(_arg_0.Length()).replace("","", """"), """"))",31581.0,1294627578.0,Success,"concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(_arg_0.IndexOf("",""),-1).Substr(0,_arg_0.Length())",16229.0,397238211.0,get-last-name-from-name-with-comma.sl,Success,"concat(concat(_arg_0.Substr((_arg_0.IndexOf("","") + 1),_arg_0.Length()), "",""), _arg_0).Substr(0,_arg_0.Length())",389.0,7382042.0,Success,"concat(concat(_arg_0.Substr((_arg_0.IndexOf("","") + 1),_arg_0.Length()), "",""), _arg_0).Substr(0,_arg_0.Length())",373.0,7382042.0,get-last-name-from-name-with-comma.sl,Success,"(ifconcat(concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), "","").Substr(1,-1), (if"","".SuffixOf(concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), "","").Substr(1,-1).Substr(1,-1)) then concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), "","").Substr(1,-1).Substr(1,-1).Substr(0,-1) else concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), "","").Substr(1,-1))).Contain(_arg_0) then (if"","".SuffixOf(concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), "","").Substr(1,-1).Substr(1,-1)) then concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), "","").Substr(1,-1).Substr(0,-1).Substr(0,-1) else concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), "","").Substr(1,-1)) else (if"","".SuffixOf(concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), "","").Substr(1,-1).Substr(1,-1)) then concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), "","").Substr(1,-1).Substr(1,-1).Substr(0,-1) else concat(concat(concat(_arg_0.replace("","", """"), "",""), _arg_0).Substr(1,-1).Substr(1,-1).Substr(1,-1).Substr(1,-1), "","").Substr(1,-1)))",29070.0,1316032682.0,Fail,,inf,inf
get-last-word.sl,Success,"_arg_0.Substr((-1 - ((1 + 1) + 1)),_arg_0.Length())",11.0,21340.0,Success,"_arg_0.Substr((-1 - ((1 + 1) + 1)),_arg_0.Length())",11.0,21340.0,get-last-word.sl,Success,"_arg_0.Substr((-1 - ((1 + 1) + 1)),_arg_0.Length())",7.0,16632.0,Success,"_arg_0.Substr((-1 - ((1 + 1) + 1)),_arg_0.Length())",6.0,16632.0,get-last-word.sl,Success,"_arg_0.Substr((-1 - ((1 + 1) + 1)),_arg_0.Length())",6.0,17039.0,Success,"_arg_0.Substr((-1 - ((1 + 1) + 1)),_arg_0.Length())",5.0,17039.0,get-last-word.sl,Success,"_arg_0.Substr((-1 - ((1 + 1) + 1)),_arg_0.Length())",9.0,17360.0,Success,"_arg_0.Substr((-1 - ((1 + 1) + 1)),_arg_0.Length())",10.0,17360.0,get-last-word.sl,Success,"_arg_0.Substr((-1 - ((1 + 1) + 1)),_arg_0.Length())",7.0,17845.0,Success,"_arg_0.Substr((-1 - ((1 + 1) + 1)),_arg_0.Length())",6.0,17845.0
get-middle-name-from-full-name.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),((1 - (-1 + -1)) * (-1 + -1)))",26.0,64871.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),((1 - (-1 + -1)) * (-1 + -1)))",26.0,64871.0,get-middle-name-from-full-name.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),((1 - (-1 + -1)) * (-1 + -1)))",32.0,183356.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),((1 - (-1 + -1)) * (-1 + -1)))",35.0,183356.0,get-middle-name-from-full-name.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),((1 - (-1 + -1)) * (-1 + -1)))",30.0,90644.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),((1 - (-1 + -1)) * (-1 + -1)))",31.0,90644.0,get-middle-name-from-full-name.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),((-1 + -1) * (1 - (-1 + -1))))",30.0,179367.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),((-1 + -1) * (1 - (-1 + -1))))",32.0,179367.0,get-middle-name-from-full-name.sl,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),((1 - (-1 + -1)) * (-1 + -1)))",32.0,86678.0,Success,"_arg_0.Substr((_arg_0.IndexOf("" "") + 1),((1 - (-1 + -1)) * (-1 + -1)))",28.0,86678.0
initials.sl,Success,"concat(concat(name.CharAt(0), concat(""."", name.CharAt((name.IndexOf("" "") + 1)))), ""."")",45.0,150729.0,Success,"concat(concat(name.CharAt(0), concat(""."", name.CharAt((name.IndexOf("" "") + 1)))), ""."")",44.0,150729.0,initials.sl,Success,"concat(name.CharAt(0), concat(concat(""."", name.CharAt((name.IndexOf("" "") + 1))), "".""))",36.0,100863.0,Success,"concat(name.CharAt(0), concat(concat(""."", name.CharAt((name.IndexOf("" "") + 1))), "".""))",37.0,100863.0,initials.sl,Success,"concat(concat(name.CharAt(0), "".""), concat(name.CharAt((name.IndexOf("" "") + 1)), "".""))",39.0,123004.0,Success,"concat(concat(name.CharAt(0), "".""), concat(name.CharAt((name.IndexOf("" "") + 1)), "".""))",39.0,123004.0,initials.sl,Success,"concat(concat(concat(name.CharAt(0), "".""), name.CharAt((name.IndexOf("" "") + 1))), ""."")",35.0,139787.0,Success,"concat(concat(concat(name.CharAt(0), "".""), name.CharAt((name.IndexOf("" "") + 1))), ""."")",35.0,139787.0,initials.sl,Success,"concat(concat(concat(name.CharAt(0), "".""), name.CharAt((name.IndexOf("" "") + 1))), ""."")",46.0,149944.0,Success,"concat(concat(concat(name.CharAt(0), "".""), name.CharAt((name.IndexOf("" "") + 1))), ""."")",43.0,149944.0
